Agente,Acurácia,Sensibilidade (Dengue),Especificidade,F1-Score,Custo Total de Testes,Custo por Acerto,Redução de Testes (%)
Aleatório,0.13195772101720468,0.13467858764314752,0.13209673145211753,0.13214086823067736,5.168279318217147,0.12046670589696515,0.9229070211102053
DQN,0.1412930246716436,0.14887331955209654,0.14036718924897632,0.1432197482754932,52.65189666310438,0.22023719199996827,9.40212440412578
Q-Learning,0.141419351952185,0.13485736135089998,0.15287308910501457,0.141038579008051,0.567646212197545,0.2029730364376787,0.10136539503527245
